MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
300;O;32E;Settlement Currency;3!a;300#32E
300;O;32H;Profit and Loss Settlement Amount;[N]3!a15d;300#32H
300;M;33B;Currency, Amount;3!a15d;300#33B
300;O;33E;Outstanding Settlement Amount;3!a15d;300#33E
300;O;34C;Commission and Fees;4!c/[N]3!a15d;300#34C
300;O;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];300#35B
300;M;36;Exchange Rate;12d;300#36
300;O;39M;Payment Clearing Centre;2!a;300#39M
300;O;53A;Delivery Agent;A or J;300#53A
300;O;53J;Delivery Agent;A or J;300#53J
300;O;56A;Intermediary;A or J;300#56A
300;O;56J;Intermediary;A or J;300#56J
300;M;57A;Receiving Agent;A or J;300#57A
300;M;57J;Receiving Agent;A or J;300#57J
300;O;58A;Beneficiary Institution;A or J;300#58A
300;O;58J;Beneficiary Institution;A or J;300#58J
300;O;71F;Broker's Commission;3!a15d;300#71F
300;O;72;Sender to Receiver Information;6*35x;300#72
300;O;77A;Additional Reporting Information;20*35x;300#77A
300;O;77D;Terms and Conditions;6*35x;300#77D
300;O;77H;Type, Date, Version of the Agreement;6a[/8!n][//4!n];300#77H
300;O;81A;Central Counterparty Clearing House (CCP);A, D, or J;300#81A
300;O;81D;Central Counterparty Clearing House (CCP);A, D, or J;300#81D
300;O;81J;Central Counterparty Clearing House (CCP);A, D, or J;300#81J
300;M;82A;Party A;A or J;300#82A
300;M;82J;Party A;A or J;300#82J
300;O;83A;Fund or Beneficiary Customer;A or J;300#83A
300;O;83J;Fund or Beneficiary Customer;A or J;300#83J
300;O;84A;Dealing Branch Party A;A, B, D, or J;300#84A
300;O;84B;Dealing Branch Party A;A, B, D, or J;300#84B
300;O;84D;Dealing Branch Party A;A, B, D, or J;300#84D
300;O;84J;Dealing Branch Party A;A, B, D, or J;300#84J
300;O;85A;Dealing Branch Party B;A, B, D, or J;300#85A
300;O;85B;Dealing Branch Party B;A, B, D, or J;300#85B
300;O;85D;Dealing Branch Party B;A, B, D, or J;300#85D
300;O;85J;Dealing Branch Party B;A, B, D, or J;300#85J
300;M;87A;Party B;A or J;300#87A
300;M;87J;Party B;A or J;300#87J
300;O;88A;Broker Identification;A, D, or J;300#88A
300;O;88D;Broker Identification;A, D, or J;300#88D
300;O;88J;Broker Identification;A, D, or J;300#88J
300;O;89A;Clearing Broker;A, D, or J;300#89A
300;O;89D;Clearing Broker;A, D, or J;300#89D
300;O;89J;Clearing Broker;A, D, or J;300#89J
300;O;91A;Reporting Party;A, D, or J;300#91A
300;O;91D;Reporting Party;A, D, or J;300#91D
300;O;91J;Reporting Party;A, D, or J;300#91J
300;O;94A;Scope of Operation;4!c;300#94A
300;O;96A;Clearing Exception Party;A, D, or J;300#96A
300;O;96D;Clearing Exception Party;A, D, or J;300#96D
300;O;96J;Clearing Exception Party;A, D, or J;300#96J
300;O;98D;Execution Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];300#98D
300;O;98G;Confirmation Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];300#98G
300;O;98H;Clearing Timestamp;6!n[,3n][/[N]2!n[2!n]];300#98H
304;O;14C;Year of Definitions;4!n;304#14C
304;O;14E;Clearing or Settlement Session;35x;304#14E
304;O;14S;Settlement Rate Source;3!a2n[/4!n/4!c];304#14S
304;M;15A;New Sequence;Empty field;304#15A
304;M;15B;New Sequence;Empty field;304#15B
304;M;15C;New Sequence;Empty field;304#15C
304;M;15D;New Sequence;Empty field;304#15D
304;M;15E;New Sequence;Empty field;304#15E
304;O;17F;Final Close Indicator;1!a;304#17F
304;O;17G;Gain (Loss) Indicator;1!a;304#17G
304;O;17I;Payment versus Payment Settlement Indicator;1!a;304#17I
304;O;17N;Net Settlement Indicator;1!a;304#17N
304;O;17O;Open Indicator;1!a;304#17O
304;M;20;Sender's Reference;16x;304#20
304;O;21;Related Reference;16x;304#21
304;O;21A;Reference to Opening Instruction;16x;304#21A
304;O;21G;Executing Broker's Reference;16x;304#21G
304;O;21P;Reference to Previous Deals;16x;304#21P
304;M;22A;Type of Operation;4!c;304#22A
304;M;22L;Reporting Jurisdiction;35x;304#22L
304;M;22M;UTI Namespace/Issuer Code;30x;304#22M
304;M;22N;Transaction Identifier;32x;304#22N
304;M;22P;PUTI Namespace/Issuer Code;30x;304#22P
304;M;22R;Prior Transaction Identifier;32x;304#22R
304;O;22U;Underlying Product Identifier;6a;304#22U
304;O;22V;Execution Venue;35x;304#22V
304;O;29A;Contact Information;4*35x;304#29A
304;O;30F;Commission and Fees - Settlement Date;8!n;304#30F
304;M;30T;Trade Date;8!n;304#30T
304;O;30U;Valuation Date;8!n;304#30U
304;M;30V;Value Date;8!n;304#30V
304;M;32B;Currency, Amount Bought;3!a15d;304#32B
304;O;32E;Settlement Currency;3!a;304#32E
304;O;32G;Currency, Amount;3!a15d;304#32G
304;M;33B;Currency, Amount Sold;3!a15d;304#33B
304;O;34B;Commission and Fees - Currency and Amount;3!a15d;304#34B
304;O;34C;Commission and Fees;4!c/[N]3!a15d;304#34C
304;O;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];304#35B
304;M;36;Exchange Rate;12d;304#36
304;O;39M;Payment Clearing Centre;2!a;304#39M
304;M;53A;Delivery Agent;A or J;304#53A
304;M;53J;Delivery Agent;A or J;304#53J
304;O;56A;Intermediary;A or J;304#56A
304;O;56J;Intermediary;A or J;304#56J
304;O;57A;Receiving Agent;A or J;304#57A
304;O;57J;Receiving Agent;A or J;304#57J
304;O;58A;Beneficiary Institution;A or J;304#58A
304;O;58J;Beneficiary Institution;A or J;304#58J
304;O;72;Sender to Receiver Information;6*35x;304#72
304;O;77H;Type, Date, Version of the Agreement;6a[/8!n][//4!n];304#77H
304;O;81A;Central Counterparty Clearing House (CCP);A, D, or J;304#81A
304;O;81D;Central Counterparty Clearing House (CCP);A, D, or J;304#81D
304;O;81J;Central Counterparty Clearing House (CCP);A, D, or J;304#81J
304;M;82A;Fund Manager;A or J;304#82A
304;M;82J;Fund Manager;A or J;304#82J
304;M;83A;Fund;A or J;304#83A
304;M;83J;Fund;A or J;304#83J
304;M;87A;Executing Broker;A or J;304#87A
304;M;87J;Executing Broker;A or J;304#87J
304;O;89A;Clearing Broker;A, D, or J;304#89A
304;O;89D;Clearing Broker;A, D, or J;304#89D
304;O;89J;Clearing Broker;A, D, or J;304#89J
304;M;94A;Scope of Operation;4!c;304#94A
304;O;98D;Execution Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];304#98D
304;O;98G;Confirmation Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];304#98G
304;O;98H;Clearing Timestamp;6!n[,3n][/[N]2!n[2!n]];304#98H
305;O;14C;Year of Definitions;4!n;305#14C
305;O;14S;Settlement Rate Source;3!a2n[/4!n/4!c];305#14S
305;M;15A;New Sequence;Empty field;305#15A
305;M;15B;New Sequence;Empty field;305#15B
305;O;17E;Clearing Threshold Indicator;1!a;305#17E
305;O;17F;Non-Deliverable Indicator;1!a;305#17F
305;O;17H;Allocation Indicator;1!a;305#17H
305;O;17L;Portfolio Compression Indicator;1!a;305#17L
305;O;17M;Corporate Sector Indicator;1!a;305#17M
305;O;17P;Collateralisation Indicator;1!a;305#17P
305;O;17Q;Trade with Non-EEA Counterparty Indicator;1!a;305#17Q
305;O;17S;Intragroup Trade Indicator;1!a;305#17S
305;O;17W;Non Standard Flag;1!a;305#17W
305;O;17X;Commercial or Treasury Financing Indicator;1!a;305#17X
305;O;17Y;Financial Nature of the Counterparty Indicator;1!a;305#17Y
305;O;17Z;Collateral Portfolio Indicator;1!a;305#17Z
305;M;20;Transaction Reference Number;16x;305#20
305;M;21;Related Reference;16x;305#21
305;M;22;Code/Common Reference;8a/4!a2!c4!n4!a2!c;305#22
305;M;22L;Reporting Jurisdiction;35x;305#22L
305;M;22M;UTI Namespace/Issuer Code;30x;305#22M
305;M;22N;Transaction Identifier;32x;305#22N
305;M;22P;PUTI Namespace/Issuer Code;30x;305#22P
305;O;22Q;Collateral Portfolio Code;10x;305#22Q
305;M;22R;Prior Transaction Identifier;32x;305#22R
305;O;22S;Clearing Broker Identification;1!a/35x;305#22S
305;O;22T;Cleared Product Identification;35x;305#22T
305;O;22U;Underlying Product Identifier;6a;305#22U
305;O;22V;Execution Venue;35x;305#22V
305;M;23;Further Identification;16x;305#23
305;M;26F;Settlement Type;9a;305#26F
305;M;30;Date Contract Agreed/Amended;6!n;305#30
305;O;31C;Earliest Exercise Date;6!n;305#31C
305;M;31E;Final Settlement Date;6!n;305#31E
305;M;31G;Expiry Details;6!n/4!n/12a;305#31G
305;M;32B;Underlying Currency and Amount;3!a15d;305#32B
305;O;32E;Settlement Currency;3!a;305#32E
305;M;33B;Counter Currency and Amount;3!a15d;305#33B
305;M;34A;Premium Payment;P or R;305#34A
305;O;34C;Commission and Fees;4!c/[N]3!a15d;305#34C
305;M;34P;Premium Payment;P or R;305#34P
305;M;34R;Premium Payment;P or R;305#34R
305;O;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];305#35B
305;M;36;Strike Price;12d;305#36
305;M;37K;Premium Price;3!a12d;305#37K
305;O;39M;Payment Clearing Centre;2!a;305#39M
305;O;53A;Sender's Correspondent;A, B, or D;305#53A
305;O;53B;Sender's Correspondent;A, B, or D;305#53B
305;O;53D;Sender's Correspondent;A, B, or D;305#53D
305;O;56A;Intermediary;A or D;305#56A
305;O;56D;Intermediary;A or D;305#56D
305;M;57A;Account With Institution;A or D;305#57A
305;M;57D;Account With Institution;A or D;305#57D
305;O;72;Sender to Receiver Information;6*35x;305#72
305;O;77A;Additional Reporting Information;20*35x;305#77A
305;O;77H;Type, Date, Version of the Agreement;6a[/8!n][//4!n];305#77H
305;O;81A;Central Counterparty Clearing House (CCP);A, D, or J;305#81A
305;O;81D;Central Counterparty Clearing House (CCP);A, D, or J;305#81D
305;O;81J;Central Counterparty Clearing House (CCP);A, D, or J;305#81J
305;M;82A;Party A;A, D, or J;305#82A
305;M;82D;Party A;A, D, or J;305#82D
305;M;82J;Party A;A, D, or J;305#82J
305;O;83A;Fund or Beneficiary Customer;A, D, or J;305#83A
305;O;83D;Fund or Beneficiary Customer;A, D, or J;305#83D
305;O;83J;Fund or Beneficiary Customer;A, D, or J;305#83J
305;M;87A;Party B;A, D, or J;305#87A
305;M;87D;Party B;A, D, or J;305#87D
305;M;87J;Party B;A, D, or J;305#87J
305;O;89A;Clearing Broker;A, D, or J;305#89A
305;O;89D;Clearing Broker;A, D, or J;305#89D
305;O;89J;Clearing Broker;A, D, or J;305#89J
305;O;91A;Reporting Party;A, D, or J;305#91A
305;O;91D;Reporting Party;A, D, or J;305#91D
305;O;91J;Reporting Party;A, D, or J;305#91J
305;O;94A;Scope of Operation;4!c;305#94A
305;O;96A;Clearing Exception Party;A, D, or J;305#96A
305;O;96D;Clearing Exception Party;A, D, or J;305#96D
305;O;96J;Clearing Exception Party;A, D, or J;305#96J
305;O;98D;Execution Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];305#98D
306;O;12D;Option Type;4!c;306#12D
306;M;12E;Expiration Style;4!c;306#12E
306;M;12F;Option Style;4!c;306#12F
306;M;12G;Early Termination Style;4!c;306#12G
306;O;14B;Average Strike Price Calculation;2!c;306#14B
306;O;14C;Year of Definitions;4!n;306#14C
306;O;14S;Settlement Rate Source;3!a2n[/4!n/4!c];306#14S
306;M;15A;New Sequence;Empty field;306#15A
306;M;15B;New Sequence;Empty field;306#15B
306;M;15C;New Sequence;Empty field;306#15C
306;M;15D;New Sequence;Empty field;306#15D
306;M;15E;New Sequence;Empty field;306#15E
306;M;15F;New Sequence;Empty field;306#15F
306;M;15G;New Sequence;Empty field;306#15G
306;M;15H;New Sequence;Empty field;306#15H
306;M;15I;New Sequence;Empty field;306#15I
306;M;15J;New Sequence;Empty field;306#15J
306;M;15K;New Sequence;Empty field;306#15K
306;M;15L;New Sequence;Empty field;306#15L
306;M;15M;New Sequence;Empty field;306#15M
306;M;16C;Decimal Places;2n;306#16C
306;M;17A;Barrier Indicator;1!a;306#17A
306;O;17E;Clearing Threshold Indicator;1!a;306#17E
306;M;17F;Non-Deliverable Indicator;1!a;306#17F
306;O;17H;Allocation Indicator;1!a;306#17H
306;O;17I;Cash Settlement;1!a;306#17I
306;O;17L;Portfolio Compression Indicator;1!a;306#17L
306;O;17M;Corporate Sector Indicator;1!a;306#17M
306;O;17P;Collateralisation Indicator;1!a;306#17P
306;O;17Q;Trade with Non-EEA Counterparty Indicator;1!a;306#17Q
306;O;17S;Intragroup Trade Indicator;1!a;306#17S
306;M;17V;Buy (Sell) Indicator;1!a;306#17V
306;O;17W;Non Standard Flag;1!a;306#17W
306;O;17X;Commercial or Treasury Financing Indicator;1!a;306#17X
306;O;17Y;Financial Nature of the Counterparty Indicator;1!a;306#17Y
306;O;17Z;Collateral Portfolio Indicator;1!a;306#17Z
306;M;18A;Number of Repetitions;5n;306#18A
306;M;18B;Number of Spot Averaging Dates;3n;306#18B
306;M;18C;Number of Strike Averaging Dates;3n;306#18C
306;O;19C;Adjustment;[N]15d;306#19C
306;M;19Y;Spot Averaging Weighting Factor;15d;306#19Y
306;M;19Z;Strike Averaging Weighting Factor;15d;306#19Z
306;M;20;Sender's Reference;16x;306#20
306;O;21;Related Reference;16x;306#21
306;O;21B;Contract Number Party B;16x;306#21B
306;O;21G;Broker's Reference;16x;306#21G
306;M;21N;Contract Number Party A;16x;306#21N
306;M;22A;Type of Operation;4!c;306#22A
306;M;22C;Common Reference;4!a2!c4!n4!a2!c;306#22C
306;M;22G;Type of Barrier;4!c;306#22G
306;M;22J;Type of Trigger;4!c;306#22J
306;M;22K;Type of Event;4!c[/35x];306#22K
306;M;22L;Reporting Jurisdiction;35x;306#22L
306;M;22M;UTI Namespace/Issuer Code;30x;306#22M
306;M;22N;Transaction Identifier;32x;306#22N
306;M;22P;PUTI Namespace/Issuer Code;30x;306#22P
306;O;22Q;Collateral Portfolio Code;10x;306#22Q
306;M;22R;Prior Transaction Identifier;32x;306#22R
306;O;22S;Clearing Broker Identification;1!a/35x;306#22S
306;O;22T;Cleared Product Identification;35x;306#22T
306;O;22U;Underlying Product Identifier;6a;306#22U
306;O;22V;Execution Venue;35x;306#22V
306;O;22Y;Frequency of Early Termination;4!c;306#22Y
306;O;23C;Calculation of Settlement Amount;7a;306#23C
306;O;24D;Dealing Method;4!c[/35x];306#24D
306;M;26F;Settlement Type;9a;306#26F
306;O;29A;Contact Information;4*35x;306#29A
306;M;29E;Expiration Location and Time;4!c/4!n;306#29E
306;O;29H;Location of Trigger Hit;4!c;306#29H
306;M;29J;Location and Time for Start Date;4!c[/4!n];306#29J
306;M;29K;Location and Time for End Date;4!c/4!n;306#29K
306;O;29L;Expiry Details;8!n/4!c/4!n;306#29L
306;O;29M;Latest Exercise Time;4!c/4!n;306#29M
306;O;29N;Cash Settlement Valuation Details;8!n/4!c/4!n;306#29N
306;M;30A;Final Settlement Date;F or J;306#30A
306;M;30F;Final Settlement Date;F or J;306#30F
306;M;30G;Barrier Window Start Date and End Date;8!n/8!n;306#30G
306;O;30H;Touch Payment Date;8!n;306#30H
306;M;30J;Final Settlement Date;F or J;306#30J
306;M;30M;Spot Averaging Date;8!n;306#30M
306;M;30N;Strike Averaging Date;8!n;306#30N
306;O;30P;Earliest Exercise Date;8!n;306#30P
306;O;30Q;Intermediate Exercise Date;8!n;306#30Q
306;M;30T;Trade Date;8!n;306#30T
306;O;30U;Date of Trigger Hit;8!n;306#30U
306;M;30V;Premium Payment Date;8!n;306#30V
306;M;30X;Expiration Date;8!n;306#30X
306;O;30Y;Commencement Date;8!n;306#30Y
306;O;30Z;Cash Settlement Payment Date;8!n;306#30Z
306;M;32B;Put Currency and Amount;3!a15d;306#32B
306;M;32E;Settlement Currency;3!a;306#32E
306;M;32H;Currency, Payment Amount;[N]3!a15d;306#32H
306;M;32Q;Currency Pair;3!a/3!a;306#32Q
306;M;33B;Call Currency and Amount;3!a15d;306#33B
306;M;33E;Currency, Amount;3!a15d;306#33E
306;M;34B;Premium Currency and Amount;3!a15d;306#34B
306;O;34C;Commission and Fees;4!c/[N]3!a15d;306#34C
306;O;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];306#35B
306;M;36;Strike Price;12d;306#36
306;M;37J;Barrier Level;12d;306#37J
306;O;37K;Premium Price;3!a12d;306#37K
306;O;37L;Lower Barrier Level;12d;306#37L
306;O;37P;Lower Trigger Level;12d;306#37P
306;M;37U;Trigger Level;12d;306#37U
306;O;39M;Payment Clearing Centre;2!a;306#39M
306;O;53A;Delivery Agent;A, D, or J;306#53A
306;O;53D;Delivery Agent;A, D, or J;306#53D
306;O;53J;Delivery Agent;A, D, or J;306#53J
306;O;56A;Intermediary;A, D, or J;306#56A
306;O;56D;Intermediary;A, D, or J;306#56D
306;O;56J;Intermediary;A, D, or J;306#56J
306;M;57A;Receiving Agent;A, D, or J;306#57A
306;M;57D;Receiving Agent;A, D, or J;306#57D
306;M;57J;Receiving Agent;A, D, or J;306#57J
306;O;58A;Beneficiary Institution;A, D, or J;306#58A
306;O;58D;Beneficiary Institution;A, D, or J;306#58D
306;O;58J;Beneficiary Institution;A, D, or J;306#58J
306;O;71F;Broker's Commission;3!a15d;306#71F
306;O;72;Sender to Receiver Information;6*35x;306#72
306;O;77A;Additional Reporting Information;20*35x;306#77A
306;O;77D;Additional Conditions;6*35x;306#77D
306;M;77H;Type, Date, Version of the Agreement;6a[/8!n][//4!n];306#77H
306;M;82A;Party A;A, D, or J;306#82A
306;M;82D;Party A;A, D, or J;306#82D
306;M;82J;Party A;A, D, or J;306#82J
306;O;83A;Fund or Beneficiary Customer;A, D, or J;306#83A
306;O;83D;Fund or Beneficiary Customer;A, D, or J;306#83D
306;O;83J;Fund or Beneficiary Customer;A, D, or J;306#83J
306;M;84A;Calculation Agent;A, B, D, or J;306#84A
306;M;84B;Calculation Agent;A, B, D, or J;306#84B
306;M;84D;Calculation Agent;A, B, D, or J;306#84D
306;M;84J;Calculation Agent;A, B, D, or J;306#84J
306;O;85A;Exercising Party;A, D, or J;306#85A
306;O;85D;Exercising Party;A, D, or J;306#85D
306;O;85J;Exercising Party;A, D, or J;306#85J
306;O;86A;Intermediary 2;A, D, or J;306#86A
306;O;86D;Intermediary 2;A, D, or J;306#86D
306;O;86J;Intermediary 2;A, D, or J;306#86J
306;M;87A;Party B;A, D, or J;306#87A
306;M;87D;Party B;A, D, or J;306#87D
306;M;87J;Party B;A, D, or J;306#87J
306;O;88A;Non-Exercising Party;A, D, or J;306#88A
306;O;88D;Non-Exercising Party;A, D, or J;306#88D
306;O;88J;Non-Exercising Party;A, D, or J;306#88J
306;O;91A;Reporting Party;A, D, or J;306#91A
306;O;91D;Reporting Party;A, D, or J;306#91D
306;O;91J;Reporting Party;A, D, or J;306#91J
306;O;94A;Scope of Operation;4!c;306#94A
306;O;96A;Clearing Exception Party;A, D, or J;306#96A
306;O;96D;Clearing Exception Party;A, D, or J;306#96D
306;O;96J;Clearing Exception Party;A, D, or J;306#96J
306;O;98D;Execution Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];306#98D
320;M;14D;Day Count Fraction;7x;320#14D
320;M;15A;New Sequence;Empty field;320#15A
320;M;15B;New Sequence;Empty field;320#15B
320;M;15C;New Sequence;Empty field;320#15C
320;M;15D;New Sequence;Empty field;320#15D
320;M;15E;New Sequence;Empty field;320#15E
320;M;15F;New Sequence;Empty field;320#15F
320;M;15G;New Sequence;Empty field;320#15G
320;M;15H;New Sequence;Empty field;320#15H
320;M;15I;New Sequence;Empty field;320#15I
320;M;17R;Party A's Role;1!a;320#17R
320;M;18A;Number of Repetitions;5n;320#18A
320;M;20;Sender's Reference;16x;320#20
320;O;21;Related Reference;16x;320#21
320;O;21G;Broker's Reference;16x;320#21G
320;O;21N;Contract Number Party A;16x;320#21N
320;M;22A;Type of Operation;4!c;320#22A
320;M;22B;Type of Event;4!c;320#22B
320;M;22C;Common Reference;4!a2!c4!n4!a2!c;320#22C
320;O;24D;Dealing Method;4!c[/35x];320#24D
320;O;26H;Counterparty's Reference;16x;320#26H
320;O;29A;Contact Information;4*35x;320#29A
320;O;30F;Last Day of the First Interest Period;8!n;320#30F
320;M;30P;Maturity Date;8!n;320#30P
320;M;30T;Trade Date;8!n;320#30T
320;M;30V;Value Date;8!n;320#30V
320;O;30X;Next Interest Due Date;8!n;320#30X
320;M;32B;Currency and Principal Amount;3!a15d;320#32B
320;O;32H;Amount to be Settled;[N]3!a15d;320#32H
320;M;33B;Transaction Currency and Net Interest Amount;3!a15d;320#33B
320;O;33E;Reporting Currency and Tax Amount;3!a15d;320#33E
320;O;34C;Commission and Fees;4!c/[N]3!a15d;320#34C
320;M;34E;Currency and Interest Amount;[N]3!a15d;320#34E
320;O;36;Exchange Rate;12d;320#36
320;M;37G;Interest Rate;[N]12d;320#37G
320;M;37L;Tax Rate;12d;320#37L
320;O;38J;Number of Days;1!a3!n;320#38J
320;O;39M;Payment Clearing Centre;2!a;320#39M
320;O;53A;Delivery Agent;A, D, or J;320#53A
320;O;53D;Delivery Agent;A, D, or J;320#53D
320;O;53J;Delivery Agent;A, D, or J;320#53J
320;O;56A;Intermediary;A, D, or J;320#56A
320;O;56D;Intermediary;A, D, or J;320#56D
320;O;56J;Intermediary;A, D, or J;320#56J
320;M;57A;Receiving Agent;A, D, or J;320#57A
320;M;57D;Receiving Agent;A, D, or J;320#57D
320;M;57J;Receiving Agent;A, D, or J;320#57J
320;O;58A;Beneficiary Institution;A, D, or J;320#58A
320;O;58D;Beneficiary Institution;A, D, or J;320#58D
320;O;58J;Beneficiary Institution;A, D, or J;320#58J
320;O;71F;Broker's Commission;3!a15d;320#71F
320;O;72;Sender to Receiver Information;6*35x;320#72
320;O;77D;Terms and Conditions;6*35x;320#77D
320;M;82A;Party A;A, D, or J;320#82A
320;M;82D;Party A;A, D, or J;320#82D
320;M;82J;Party A;A, D, or J;320#82J
